scraped_at,league,team,team_code,registration,number,player,position_group,position_group_en,birthdate,age,height_cm,weight_kg,throws,throws_en,bats,bats_en,notes
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,50,富田 蓮,投手,Pitcher,2001.09.06,24,176,78,左,L,左,L,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,51,早川 太貴,投手,Pitcher,1999.12.18,26,186,93,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,54,木下 里都,投手,Pitcher,2001.01.27,25,183,89,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,55,能登 嵩都,投手,Pitcher,2001.09.29,24,184,88,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,63,石黒 佑弥,投手,Pitcher,2001.06.20,24,180,86,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,64,岡留 英貴,投手,Pitcher,1999.11.07,26,181,96,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,65,湯浅 京己,投手,Pitcher,1999.07.17,26,183,86,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,66,津田 淳哉,投手,Pitcher,2001.08.27,24,179,82,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,69,石井 大智,投手,Pitcher,1997.07.29,28,175,79,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,98,ドリス,投手,Pitcher,1988.01.10,38,196,106,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,99,モレッタ,投手,Pitcher,1996.04.15,30,188,102,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,2,梅野 隆太郎,捕手,Catcher,1991.06.17,34,173,75,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,12,坂本 誠志郎,捕手,Catcher,1993.11.10,32,176,79,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,17,伏見 寅威,捕手,Catcher,1990.05.12,35,182,89,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,39,榮枝 裕貴,捕手,Catcher,1998.05.16,27,180,84,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,43,町田 隼乙,捕手,Catcher,2003.04.03,23,186,86,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,57,長坂 拳弥,捕手,Catcher,1994.04.28,32,173,84,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,59,藤田 健斗,捕手,Catcher,2001.10.18,24,173,78,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,68,中川 勇斗,捕手,Catcher,2004.01.27,22,172,76,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,85,嶋村 麟士朗,捕手,Catcher,2003.07.13,22,177,90,右,R,左,L,3/11 育成選手から支配下選手へ移行
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,00,元山 飛優,内野手,Infielder,1998.12.04,27,181,82,右,R,左,L,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,0,木浪 聖也,内野手,Infielder,1994.06.15,31,179,81,右,R,左,L,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,3,大山 悠輔,内野手,Infielder,1994.12.19,31,181,96,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,4,熊谷 敬宥,内野手,Infielder,1995.11.10,30,175,69,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,7,中野 拓夢,内野手,Infielder,1996.06.28,29,172,68,右,R,左,L,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,8,佐藤 輝明,内野手,Infielder,1999.03.13,27,187,96,右,R,左,L,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,9,立石 正広,内野手,Infielder,2003.11.01,22,180,87,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,24,ディベイニー,内野手,Infielder,1997.04.13,29,185,88,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,25,谷端 将伍,内野手,Infielder,2004.03.17,22,178,80,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,33,糸原 健斗,内野手,Infielder,1992.11.11,33,175,80,右,R,左,L,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,38,小幡 竜平,内野手,Infielder,2000.09.21,25,184,78,右,R,左,L,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,45,佐野 大陽,内野手,Infielder,2002.02.14,24,178,79,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,52,山田 脩也,内野手,Infielder,2005.08.20,20,177,72,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,56,百﨑 蒼生,内野手,Infielder,2005.09.11,20,179,77,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,62,植田 海,内野手,Infielder,1996.04.19,30,175,69,右,R,左右,左右,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,67,髙寺 望夢,内野手,Infielder,2002.10.17,23,178,78,右,R,左,L,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,1,森下 翔太,外野手,Outfielder,2000.08.14,25,182,93,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,5,近本 光司,外野手,Outfielder,1994.11.09,31,171,71,左,L,左,L,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,32,濱田 太貴,外野手,Outfielder,2000.09.04,25,177,81,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,34,岡城 快生,外野手,Outfielder,2003.06.23,22,183,83,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,40,井坪 陽生,外野手,Outfielder,2005.03.17,21,177,89,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,53,島田 海吏,外野手,Outfielder,1996.02.06,30,176,74,右,R,左,L,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,58,前川 右京,外野手,Outfielder,2003.05.18,22,176,92,左,L,左,L,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,60,小野寺 暖,外野手,Outfielder,1998.03.17,28,183,81,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,61,豊田 寛,外野手,Outfielder,1997.04.28,29,178,87,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,registered,92,福島 圭音,外野手,Outfielder,2001.10.06,24,171,69,右,R,左,L,3/30 育成選手から支配下選手へ移行
2026-05-01 18:26:46,Central,阪神タイガース,t,development,122,小川 一平,投手,Pitcher,1997.06.03,28,183,86,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,development,123,松原 快,投手,Pitcher,1999.08.24,26,180,93,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,development,125,伊藤 稜,投手,Pitcher,1999.11.08,26,178,88,左,L,左,L,
2026-05-01 18:26:46,Central,阪神タイガース,t,development,127,神宮 僚介,投手,Pitcher,2003.05.27,22,178,81,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,development,132,マルティネス,投手,Pitcher,2000.01.10,26,190,96,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,development,121,戸井 零士,内野手,Infielder,2005.01.18,21,181,80,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,development,130,川﨑 俊哲,内野手,Infielder,2001.05.02,24,174,72,右,R,左,L,
2026-05-01 18:26:46,Central,阪神タイガース,t,development,133,アルナエス,内野手,Infielder,2002.08.22,23,176,87,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,development,120,西 純矢,外野手,Outfielder,2001.09.13,24,184,99,右,R,右,R,
2026-05-01 18:26:46,Central,阪神タイガース,t,development,129,山﨑 照英,外野手,Outfielder,2002.12.01,23,174,67,右,R,左,L,
2026-05-01 18:26:46,Central,阪神タイガース,t,development,134,コンスエグラ,外野手,Outfielder,2000.09.24,25,190,93,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,0,デュプランティエ,投手,Pitcher,1994.07.11,31,193,103,右,R,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,11,東 克樹,投手,Pitcher,1995.11.29,30,170,80,左,L,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,12,竹田 祐,投手,Pitcher,1999.07.05,26,184,96,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,13,伊勢 大夢,投手,Pitcher,1998.03.07,28,183,94,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,14,石田 健大,投手,Pitcher,1993.03.01,33,180,85,左,L,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,15,島田 舜也,投手,Pitcher,2003.04.30,23,185,95,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,16,大貫 晋一,投手,Pitcher,1994.02.03,32,181,76,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,18,小園 健太,投手,Pitcher,2003.04.09,23,185,90,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,19,山﨑 康晃,投手,Pitcher,1992.10.02,33,179,88,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,20,坂本 裕哉,投手,Pitcher,1997.07.28,28,181,88,左,L,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,22,入江 大生,投手,Pitcher,1998.08.26,27,187,90,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,24,吉野 光樹,投手,Pitcher,1998.07.19,27,176,80,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,27,藤浪 晋太郎,投手,Pitcher,1994.04.12,32,197,98,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,30,篠木 健太郎,投手,Pitcher,2002.05.07,23,177,80,右,R,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,33,武田 陸玖,投手,Pitcher,2005.06.06,20,173,78,左,L,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,35,橋本 達弥,投手,Pitcher,2000.07.18,25,181,84,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,38,松本 凌人,投手,Pitcher,2001.12.05,24,185,92,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,39,若松 尚輝,投手,Pitcher,2000.05.10,25,184,93,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,41,佐々木 千隼,投手,Pitcher,1994.06.08,31,181,83,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,42,コックス,投手,Pitcher,1997.03.28,29,193,106,左,L,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,43,深沢 鳳介,投手,Pitcher,2003.11.05,22,177,80,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,45,森原 康平,投手,Pitcher,1991.12.26,34,185,88,右,R,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,46,坂口 翔颯,投手,Pitcher,2002.09.12,23,180,84,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,47,片山 皓心,投手,Pitcher,1998.10.31,27,175,84,左,L,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,49,ルイーズ,投手,Pitcher,1994.10.21,31,185,111,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,53,中川 颯,投手,Pitcher,1998.10.10,27,184,80,右,R,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,54,石田 裕太郎,投手,Pitcher,2002.01.22,24,180,80,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,59,平良 拳太郎,投手,Pitcher,1995.07.12,30,180,80,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,62,レイノルズ,投手,Pitcher,1998.04.19,28,203,113,右,R,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,64,中川 虎大,投手,Pitcher,1999.10.02,26,178,85,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,65,宮城 滝太,投手,Pitcher,2000.07.15,25,181,80,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,68,岩田 将貴,投手,Pitcher,1998.06.16,27,178,81,左,L,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,92,堀岡 隼人,投手,Pitcher,1998.09.11,27,183,87,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,98,マルセリーノ,投手,Pitcher,2002.06.16,23,191,82,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,5,松尾 汐恩,捕手,Catcher,2004.07.06,21,178,82,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,10,戸柱 恭孝,捕手,Catcher,1990.04.11,36,179,90,右,R,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,32,益子 京右,捕手,Catcher,2000.12.27,25,176,95,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,50,山本 祐大,捕手,Catcher,1998.09.11,27,180,87,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,57,東妻 純平,捕手,Catcher,2001.07.03,24,174,83,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,60,古市 尊,捕手,Catcher,2002.06.15,23,176,74,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,95,九鬼 隆平,捕手,Catcher,1998.09.05,27,180,85,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,00,林 琢真,内野手,Infielder,2000.08.24,25,171,80,右,R,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,2,牧 秀悟,内野手,Infielder,1998.04.21,28,178,97,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,3,小田 康一郎,内野手,Infielder,2003.08.15,22,173,85,右,R,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,6,森 敬斗,内野手,Infielder,2002.01.28,24,177,80,右,R,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,9,京田 陽太,内野手,Infielder,1994.04.20,32,184,90,右,R,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,25,筒香 嘉智,内野手,Infielder,1991.11.26,34,185,97,右,R,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,26,三森 大貴,内野手,Infielder,1999.02.21,27,186,76,右,R,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,31,柴田 竜拓,内野手,Infielder,1993.12.16,32,167,68,右,R,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,34,宮下 朝陽,内野手,Infielder,2004.01.26,22,182,88,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,37,加藤 響,内野手,Infielder,2002.06.15,23,180,85,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,44,石上 泰輝,内野手,Infielder,2001.05.18,24,172,85,右,R,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,48,成瀬 脩人,内野手,Infielder,2001.05.23,24,175,75,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,51,宮﨑 敏郎,内野手,Infielder,1988.12.12,37,172,85,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,56,田内 真翔,内野手,Infielder,2007.03.06,19,177,81,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,66,ビシエド,内野手,Infielder,1989.03.10,37,185,108,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,4,度会 隆輝,外野手,Outfielder,2002.10.04,23,183,83,右,R,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,7,佐野 恵太,外野手,Outfielder,1994.11.28,31,178,88,右,R,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,8,神里 和毅,外野手,Outfielder,1994.01.17,32,179,86,右,R,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,28,勝又 温史,外野手,Outfielder,2000.05.22,25,180,90,右,R,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,55,井上 絢登,外野手,Outfielder,2000.02.23,26,178,90,右,R,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,58,梶原 昂希,外野手,Outfielder,1999.09.19,26,189,90,右,R,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,61,蝦名 達夫,外野手,Outfielder,1997.09.20,28,185,93,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,63,関根 大気,外野手,Outfielder,1995.06.28,30,173,78,左,L,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,67,濱 将乃介,外野手,Outfielder,2000.05.03,25,181,83,右,R,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,registered,99,ヒュンメル,外野手,Outfielder,1994.11.28,31,175,89,右,R,左右,左右,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,development,052,浜地 真澄,投手,Pitcher,1998.05.25,27,185,88,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,development,102,清水 麻成,投手,Pitcher,2005.10.06,20,187,84,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,development,103,金渕 光希,投手,Pitcher,2006.10.01,19,184,90,左,L,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,development,111,吉岡 暖,投手,Pitcher,2006.08.28,19,182,88,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,development,115,馬場 皐輔,投手,Pitcher,1995.05.18,30,180,97,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,development,122,庄司 陽斗,投手,Pitcher,2001.05.31,24,184,93,左,L,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,development,136,森下 瑠大,投手,Pitcher,2004.09.19,21,180,75,左,L,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,development,140,松本 隆之介,投手,Pitcher,2002.07.31,23,188,94,左,L,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,development,127,上甲 凌大,捕手,Catcher,2001.01.29,25,184,90,右,R,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,development,130,近藤 大雅,捕手,Catcher,2005.09.18,20,174,87,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,development,125,小笠原 蒼,内野手,Infielder,2005.10.20,20,180,96,右,R,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,development,129,西巻 賢二,内野手,Infielder,1999.04.22,27,167,70,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,development,131,清水 詩太,内野手,Infielder,2007.09.27,18,181,75,右,R,右,R,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,development,193,高見澤 郁魅,内野手,Infielder,2006.01.18,20,183,85,右,R,左,L,
2026-05-01 18:26:46,Central,横浜DeNAベイスターズ,db,development,155,小針 大輝,外野手,Outfielder,2006.10.10,19,192,88,左,L,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,11,田中 将大,投手,Pitcher,1988.11.01,37,188,102,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,15,大勢,投手,Pitcher,1999.06.29,26,183,90,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,17,西舘 勇陽,投手,Pitcher,2002.03.11,24,185,88,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,19,山﨑 伊織,投手,Pitcher,1998.10.10,27,181,81,右,R,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,20,戸郷 翔征,投手,Pitcher,2000.04.04,26,187,85,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,21,竹丸 和幸,投手,Pitcher,2002.02.26,24,179,76,左,L,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,26,ウィットリー,投手,Pitcher,1997.09.15,28,201,94,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,28,ハワード,投手,Pitcher,1996.07.28,29,190,95,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,30,田和 廉,投手,Pitcher,2003.05.02,22,183,87,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,31,赤星 優志,投手,Pitcher,1999.07.02,26,175,82,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,36,山城 京平,投手,Pitcher,2003.09.20,22,174,70,左,L,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,41,中川 皓太,投手,Pitcher,1994.02.24,32,183,86,左,L,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,42,マタ,投手,Pitcher,1999.05.03,26,190,101,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,43,則本 昂大,投手,Pitcher,1990.12.17,35,178,89,右,R,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,45,田中 瑛斗,投手,Pitcher,1999.07.13,26,184,84,右,R,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,46,又木 鉄平,投手,Pitcher,1999.02.12,27,182,95,左,L,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,47,森田 駿哉,投手,Pitcher,1997.02.11,29,185,88,左,L,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,48,ルシアーノ,投手,Pitcher,2000.02.15,26,190,95,右,R,右,R,3/24 育成選手から支配下選手へ移行
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,49,バルドナード,投手,Pitcher,1993.02.01,33,196,122,左,L,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,53,高梨 雄平,投手,Pitcher,1992.07.13,33,175,86,左,L,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,54,松浦 慶斗,投手,Pitcher,2003.07.01,22,187,100,左,L,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,56,北浦 竜次,投手,Pitcher,2000.01.12,26,184,103,左,L,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,57,宮原 駿介,投手,Pitcher,2002.09.12,23,174,85,左,L,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,58,船迫 大雅,投手,Pitcher,1996.10.16,29,174,80,右,R,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,62,横川 凱,投手,Pitcher,2000.08.30,25,190,98,左,L,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,63,泉 圭輔,投手,Pitcher,1997.03.02,29,188,87,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,64,山田 龍聖,投手,Pitcher,2000.09.07,25,184,92,左,L,左,L,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,65,石川 達也,投手,Pitcher,1998.04.15,28,178,83,左,L,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,66,平内 龍太,投手,Pitcher,1998.08.01,27,185,95,右,R,右,R,
2026-05-01 18:26:46,Central,読売ジャイアンツ,g,registered,91,堀田 賢慎,投手,Pitcher,2001.05.21,24,186,90,右,R,右,R,
